Authors,Title,Journal,Year,PMID,Computational Prediction,High-throughput data integration,Prediction Application,Consistent with experiments,Organism,Location,Great papers,Short Description,UT,Total Citations
"Almaas, E; Kovacs, B; Vicsek, T; Oltvai, ZN; Barabasi, AL",Global Organization Of Metabolic Fluxes In The Bacterium Escherichia Coli,Nature,2004,14985762,"Flux Phenotype, Systemscale Property",,Basic Science,Legacy data,Escherichia coli,"University of Notre Dame, Notre Dame, Indiana",x,"Show high flux backbone of E coli and that fluxes, changes in condition mostly affect high fluxes",,306
"Duarte, NC; Herrgard, MJ; Palsson, BO","Reconstruction And Validation Of Saccharomyces Cerevisiae Ind750, A Fully Compartmentalized Genome-Scale Metabolic Model",Genome Research,2004,15197165,"Essentiality (Global), ExpDes",,Basic Science,Legacy data,Saccharomyces cerevisiae,"University of California San Diego, La Jolla, California",,Large scale KO study in new yeast model (iND750),189207500040,265
"Segre, Daniel; DeLuna, Alexander; Church, George M; Kishony, Roy",Modular Epistasis In Yeast Metabolism,Nature Genetics,2004,,"Essentiality (Global), Systemscale Property, TRN/PPI/ Genetic Int",,Basic Science,,Saccharomyces cerevisiae,"Harvard University, Cambridge, Massachusetts",x,Determine genetic interactions with FBA; reveal functional units of biological modularity,,257
"Papp, B; Pal, C; Hurst, LD",Metabolic Network Analysis Of The Causes And Evolution Of Enzyme Dispensability In Yeast,Nature,2004,15190353,"Flux Phenotype, Essentiality (Global), Systemscale Property",,Basic Science,Legacy data,Saccharomyces cerevisiae,"University of Bath, Bath, Somerset, UK",x,Most dispensable genes in Yeast can be essential under other conditions that have not been tested experimentally,,179
"Schwender, J; Goffman, F; Ohlrogge, JB; Shachar-Hill, Y",Rubisco Without The Calvin Cycle Improves The Carbon Efficiency Of Developing Green Seeds,Nature,2004,15592419,Pathway Analaysis,,Basic Science,"Legacy data, Prospective experimental validation",Brassica napus,"Michigan State University, East Lansing, Michigan",,"Discovered new route for oil synthesis in developing plants, used EFMs to show that it is optimal ",221912600041,155
"Fong, SS; Palsson, BO",Metabolic Gene-Deletion Strains Of Escherichia Coli Evolve To Computationally Predicted Growth Phenotypes,Nature Genetics,2004,15448692,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",x,E. coli KO strains evolve to FBA solutions,,129
"Pharkya, P; Burgard, AP; Maranas, CD",Optstrain: A Computational Framework For Redesign Of Microbial Production Systems,Genome Research,2004,15520298,"Synthetic Biology, ExpDes",,Met Eng,,Escherichia coli,"Pennsylvania State University, University Park, Pennsylvania",x,"Add reactions to network for metabolic engineering, then use OptKnock to growth couple it",,128
"Reed, JL; Palsson, BO",Genome-Scale In Silico Models Of E-Coli Have Multiple Equivalent Phenotypic States: Assessment Of Correlated Reaction Subsets That Comprise Network States,Genome Research,2004,15342562,"Flux Phenotype, TRN/PPI/ Genetic Int",,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,"Determine alternate optimal solutions with MILP, findings: only few reactions have variable fluxes, correlated rxns mimic TRN and co-expression, many condition dependent fluxes",224914100018,102
"Vo, TD; Greenberg, HJ; Palsson, BO",Reconstruction And Functional Characterization Of The Human Mitochondrial Metabolic Network Based On Proteomic And Biochemical Data,Journal Of Biological Chemistry,2004,15205464,"Flux Phenotype, Systemscale Property",,"Biomed, Basic Science",Legacy data,Human [mitochondria],"University of California San Diego, La Jolla, California",,"Determine metabolic capabilities of ATP, heme, phospholiipids in mitochondria, use FVA to determine correlated flux modules",,78
"Holzhutter, HG",The Principle Of Flux Minimization And Its Application To Estimate Stationary Fluxes In Metabolic Networks,European Journal Of Biochemistry,2004,15233787,Flux Phenotype,,Basic Science,,"Multiple (Human [rbc], Methylobacterium extorquens)","Humboldt-University, Berlin, Germany",,Use of flux minimization increases flux correlations with experimental data,,65
"Akesson, M; Forster, J; Nielsen, J",Integration Of Gene Expression Data Into Genome-Scale Metabolic Models,Metabolic Engineering,2004,15491858,Flux Phenotype,Transcriptomics,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,"Constrain fluxes by expression data (turn off absent genes), show flux phenotype is more representative of this approach",222419200006,58
"Papin, JA; Palsson, BO",The Jak-Stat Signaling Network In The Human B-Cell: An Extreme Signaling Pathway Analysis,Biophysical Journal,2004,15240442,"Other Phenotype, Systemscale Property, Pathway Analaysis",,Basic Science,,Human [Jak-Stat],"University of California San Diego, La Jolla, California",,"Build first mass balanced signaling network, analyze ExPas, determine cross talk, co-sets/systemic signaling modules, analyze redundancy",224910900005,54
"Wiback, SJ; Famili, I; Greenberg, HJ; Palsson, BO",Monte Carlo Sampling Can Be Used To Determine The Size And Shape Of The Steady-State Flux Space,Journal Of Theoretical Biology,2004,15178193,"Flux Phenotype, Systemscale Property",,"Biomed, Basic Science",,Human [rbc],"University of California San Diego, La Jolla, California",,"Use Monte Carlo sampling to determine flux ranges, flux cone size, SNP effects on rbc model",,46
"Price, ND; Schellenberger, J; Palsson, BO",Uniform Sampling Of Steady-State Flux Spaces: Means To Design Experiments And To Interpret Enzymopathies,Biophysical Journal,2004,15454420,"Flux Phenotype, KO (Targeted), Systemscale Property",,Biomed,Legacy data,Human [rbc],"University of California San Diego, La Jolla, California",,Use sampling to determine RBC fluxes and flux cone size; use for enzymopathies and compare to actual clinical outcome,,41
"Carlson, R; Srienc, F",Fundamental Escherichia Coli Biochemical Pathways For Biomass And Energy Production: Identification Of Reactions,Biotechnology And Bioengineering,2004,14705007,"Flux Phenotype, KO (Targeted), Pathway Analaysis",,Basic Science,Legacy data,Escherichia coli,"University of Minnesota, St. Paul, Minnesota",,"Use EFMs to show four pathways are the most efficient for biomass/energy production, utilize to do targeted Kos for most efficient metabolite production",,36
"Carlson, R; Srienc, F",Fundamental Escherichia Coli Biochemical Pathways For Biomass And Energy Production: Creation Of Overall Flux States,Biotechnology And Bioengineering,2004,15052634,"Flux Phenotype, Pathway Analaysis",,Basic Science,Legacy data,Escherichia coli,"University of Minnesota, St. Paul, Minnesota",x,Use EFMs to show that most uptake rates are consistent with 2 EFMs dealing with max biomass and max energy,187634600001,36
"Wiback, SJ; Mahadevan, R; Palsson, BO",Using Metabolic Flux Data To Further Constrain The Metabolic Solution Space And Predict Internal Flux Patterns: The Escherichia Coli Spectrum,Biotechnology And Bioengineering,2004,15083512,"Systemscale Property, Pathway Analaysis",Fluxomics,Basic Science,,Escherichia coli,"University of California San Diego, La Jolla, California",,"Integrate fluxomics, utilize to determine alpha spectrum, more flux data further shrinks the cone",220503000004,35
"Cakir, T; Kirdar, B; Ulgen, KO",Metabolic Pathway Analysis Of Yeast Strengthens The Bridge Between Transcriptornics And Metabolic Networks,Biotechnology And Bioengineering,2004,15083505,"Essentiality (Global), TRN/PPI/ Genetic Int, Pathway Analaysis",,Basic Science,Legacy data,Saccharomyces cerevisiae,"Bogazici University, Bebek-Istanbul, Turkey",,"Use EFMs to look at different carbon sources, transcript ratios fit well with pathway usage, look at gene deletions, ",,34
"Duarte, Natalie C.; Palsson, Bernhard O.; Fu, Pengcheng",Integrated Analysis Of Metabolic Phenotypes In Saccharomyces Cerevisiae,Bmc Genomics,2004,15355549,Flux Phenotype,,Basic Science,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"University of Hawaii, Honolulu, Hawaii",,"Use PhPP to show predictions consistent with experimental data in different growth conditions (aerobic glucose limited, oxidative fermentative, microaerobic)",,32
"Jin, YS; Jeffries, TW",Stoichiometric Network Constraints On Xylose Metabolism By Recombinant Saccharomyces Cerevisiae,Metabolic Engineering,2004,15256213,"Flux Phenotype, Pathway Analaysis",,Met Eng,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"University of Wisconsin, Madison, Wisconsin",,Utilize ExPas and FBA to look at flux distributions during fermentation conditions,,32
"Raghunathan, A; Price, ND; Galperin, MY; Makarova, KS; Purvine, S; Picone, AF; Cherny, T; Xie, T; Reilly, TJ; Munson, R; Tyler, RE; Akerley, BJ; Smith, AL; Palsson, BO; Kolker, E",In Silico Metabolic Model And Protein Expression Of Haemophilus Influenzae Strain Rd Kw20 In Rich Medium,Omics-A Journal Of Integrative Biology,2004,15107235,Essentiality (Global),,Inf Dis,,Haemophilus influenzae,"BIATECH, Bothell, Washington",,Complete KO study,222938200008,23
"Cakir, T; Tacer, CS; Ulgen, KO",Metabolic Pathway Analysis Of Enzyme-Deficient Human Red Blood Cells,Biosystems,2004,15555758,Pathway Analaysis,,Biomed,Legacy data,Human [rbc],"Bogazici University, Bebek-Istanbul, Turkey",,EFM analysis of enzymopathies in RBCs,,18
"Holzhutter, S; Holzhutter, HG",Computational Design Of Reduced Metabolic Networks,Chembiochem,2004,15457535,Systemscale Property,,Basic Science,,"Multiple (Human [rbc], Methylobacterium extorquens)","Humboldt-University, Berlin, Germany",,Reduce model without compromising OF functionality; systems are quite robust,225938600004,12
"Cakir, T; Arga, KY; Altintas, MM; Ulgen, KO",Flux Analysis Of Recombinant Saccharomyces Cerevisiae Ypb-G Utilizing Starch For Optimal Ethanol Production,Process Biochemistry,2004,,"Flux Phenotype, ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Saccharomyces cerevisiae,"Bogazici University, Bebek-Istanbul, Turkey",,"Determine flux rates for optimal ethanol production in yeast, predict flux nodes to modify to increase yields",224453500010,8
"Pal, C; Papp, B; Lercher, MJ",Adaptive Evolution Of Bacterial Metabolic Networks By Horizontal Gene Transfer,Nature Genetics,2005,16311593,Systemscale Property,Genomics,Basic Science,,Escherichia coli,"University of Bath, Bath, Somerset, UK",x,"Study horizontal gene transfer using KOs in E. coli, find most gains and losses occur at the preiphery and transporters; coupled reactions are often moved together",223925500037,166
"Alper, H; Jin, YS; Moxley, JF; Stephanopoulos, G",Identifying Gene Targets For The Metabolic Engineering Of Lycopene Biosynthesis In Escherichia Coli,Metabolic Engineering,2005,15885614,"KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"MIT, Cambridge, Massachusetts",x,Use OptKnock to determine KO strains for lycopene production; experimentally built,233657300019,148
"Patil, KR; Nielsen, J",Uncovering Transcriptional Regulation Of Metabolism By Using Metabolic Network Topology,Proceedings Of The National Academy Of Sciences Of The United States Of America,2005,15710883,"Systemscale Property, Metabolite Phenotype",Transcriptomics,Basic Science,,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",x,"Reporter metabolites, integrate expression data into metabolic network nodes to determine areas of key changes, better data interpretation tool; focus on yeast KO strains",229378600001,139
"Shlomi, T; Berkman, O; Ruppin, E",Regulatory On/Off Minimization Of Metabolic Flux Changes After Genetic Perturbations,Proceedings Of The National Academy Of Sciences Of The United States Of America,2005,15897462,"Flux Phenotype, TRN/PPI/ Genetic Int",,Basic Science,Legacy data,Escherichia coli,"Tel Aviv University, Tel Aviv, Israel",,"ROOM, shown to be better than MOMA and FBA, though biomass is not optimized for, the flux changes that occur lead towards that suggesting regulatory mechanisms favor higher biomass even w/o evolution",227232400006,136
"Fong, SS; Burgard, AP; Herring, CD; Knight, EM; Blattner, FR; Maranas, CD; Palsson, BO",In Silico Design And Adaptive Evolution Of Escherichia Coli For Production Of Lactic Acid,Biotechnology And Bioengineering,2005,15962337,"KO (Targeted), ExpDes",,Met Eng,"Legacy data, Prospective experimental validation",Escherichia coli,"University of California San Diego, La Jolla, California",,Experimentally test OptKnock predictions for E. coli lactate production,229417500053,103
"Thiele, I; Vo, TD; Price, ND; Palsson, BO",Expanded Metabolic Reconstruction Of Helicobacter Pylori (Iit341 Gsm/Gpr): An In Silico Genome-Scale Characterization Of Single- And Double-Deletion Mutants,Journal Of Bacteriology,2005,16077130,Essentiality (Global),,Inf Dis,Legacy data,Helicobacter pylori,"University of California San Diego, La Jolla, California",,"Single, double gene deletions",,103
"Becker, SA; Palsson, BO",Genome-Scale Reconstruction Of The Metabolic Network In Staphylococcus Aureus N315: An Initial Draft To The Two-Dimensional Annotation,Bmc Microbiology,2005,15752426,"Flux Phenotype, Essentiality (Global)",,Inf Dis,,Staphylococcus aureus,"University of California San Diego, La Jolla, California",,"Staph reconstruction; minimal media requirements, flux phenotypes, gene essentiality analyses",,100
"Patil, KR; Rocha, I; Forster, J; Nielsen, J",Evolutionary Programming As A Platform For In Silico Metabolic Engineering,Bmc Bioinformatics,2005,16375763,"KO (Targeted), ExpDes",,Met Eng,,Saccharomyces cerevisiae,"Technical University of Denmark, Lyngby, Denmark",,"Use genetic algorithm to determine best KO strategy, similar to OptKnock, focus on succinic acid production",,99
