Authors,Title,Journal,Year,PMID/filename,UT,Great papers,Short Description,Flux Phenotype,Essentiality (Global),KO (Targeted),Other Phenotype,Thermodynamics,Objective Function,Systemscale Property,Metabolite Phenotype,TRN/PPI/ Genetic Int,Synthetic Biology,Biological Discovery,ExpDes,Pathway Analaysis,Data Input?,Type of Data?,Met Eng,Inf Dis,Env,Biomed,Basic Science,Exp Conf?,New Exp?,Organism,Last Author,Location,Total Citations,Citations in first 2 years,
"Jamshidi, Neema; Palsson, Bernhard O.",Investigating the metabolic capabilities of Mycobacterium tuberculosis H37Rv using the in silico strain iNJ661 and proposing alternative drug targets,BMC SYSTEMS BIOLOGY,2007,17555602,,,TB model; flux phenotypes; gene essentiality analysis; hard coupled sets for potential alternative drug targets,x,x,,,,,x,,,,,x,,,,,x,,,,x,,Mycobacterium tuberculosis,Palsson,"University of California San Diego, La Jolla, California",94,,
"Jamshidi, Neema; Palsson, Bernhard O.",Systems biology of SNPs,MOLECULAR SYSTEMS BIOLOGY,2006,16820779,,x,Show similar SNP phenotypes are contained in hard coupled reaction sets,,,,,,,x,,,,,,,,,,,,x,,x,,human (mitochondria),Palsson,"University of California San Diego, La Jolla, California",94,,
"Kuepfer, L; Sauer, U; Blank, LM",Metabolic functions of duplicate genes in Saccharomyces cerevisiae,GENOME RESEARCH,2005,16204195,2.32E+11,,"Rebuilt iFF708, gene deletion analysis, looked at duplicate genes, no reason found for a dominant function",,x,,,,,x,,,,,,,,,,,,,x,x,,Saccharomyces cerevisiae,Blank,"ETH Zurich, Switzerland",94,,
"Borodina, I; Krabben, P; Nielsen, J",Genome-scale analysis of Streptomyces coelicolor A3(2) metabolism,GENOME RESEARCH,2005,15930493,2.30E+11,,"Build Strep recon; assess metabolic capabilities, gene essentiality on multiple growth conditions; use to flil in holes in genome annotation",x,x,,,,,,,,,x,,,,,,x,,,,x,,Streptomyces coelicolor,Nielsen,"Technical University of Denmark, Lyngby, Denmark",93,,
"Reed, Jennifer L.; Patel, Trina R.; Chen, Keri H.; Joyce, Andrew R.; Applebee, Margaret K.; Herring, Christopher D.; Bui, Olivia T.; Knight, Eric M.; Fong, Stephen S.; Palsson, Bernhard O.",Systems approach to refining genome annotation,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2006,17088549,,x,"SMILEY, use incorrect model predictions to functional assign eight ORFs",,,,,,,,,,,x,,,,,,,,,x,x,x,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",92,,
"Herrgard, MJ; Lee, BS; Portnoy, V; Palsson, BO",Integrated analysis of regulatory and metabolic networks reveals novel regulatory mechanisms in Saccharomyces cerevisiae,GENOME RESEARCH,2006,16606697,,,Build boolean TRN to combine with metabolic model; look at regulatory gene deletions and predicted gene expression profiles; identify potential novel targets for TFs,,x,,,,,,,x,,,x,,,,,,,,x,x,x,Saccharomyces cerevisiae,Palsson,"University of California San Diego, La Jolla, California",85,,
"Burgard, AP; Maranas, CD",Optimization-based framework for inferring and testing hypothesized metabolic objective functions,BIOTECHNOLOGY AND BIOENGINEERING,2003,12673766,1.83E+11,x,Framework to identify OF based on flux data; show that two quite different flux distributions have very similar drivers in the OF,,,,,,x,,,,,,,,,,,,,,x,,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",84,,
"Forster, Jochen; Famili, Iman; Palsson, Bernhard O.; Nielsen, Jens",Large-scale evaluation of in silico gene deletions in Saccharomyces cerevisiae.,OMICS-A JOURNAL OF INTEGRATIVE BIOLOGY,2003,14506848,,,"KO study of yeast, 87.8% correct; false predictions were classified and experiments were suggested",,x,,,,,,,,,x,,,,,,,,,x,x,,Saccharomyces cerevisiae,Nielsen,"Technical University of Denmark, Lyngby, Denmark",84,,
"Burgard, AP; Maranas, CD",Probing the performance limits of the Escherichia coli metabolic network subject to gene additions or deletions,BIOTECHNOLOGY AND BIOENGINEERING,2001,11427938,1.70E+11,,Gene KO and knock-in; E. coli production of amino acids can increase ~10% by 1 to 2 knockins; improvements are based on energy efficiency or carbon conversion,,,x,,,,,,,x,,,,,,x,,,,,,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",84,,
"Lee, SJ; Lee, DY; Kim, TY; Kim, BH; Lee, JW; Lee, SY","Metabolic engineering of Escherichia coli for enhanced production of succinic acid, based on genome comparison and in silico gene knockout simulation",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2005,16332763,,x,Used KOs to determine good metabolic engineering strain for succinic production,,,x,,,,,,,x,,x,,,,x,,,,,x,x,Escherichia coli,Lee,"KAIST, Daejeon, Korea",82,,
"Pharkya, P; Maranas, CD",An optimization framework for identifying reaction activation/inhibition or elimination candidates for overproduction in microbial systems,METABOLIC ENGINEERING,2006,16199194,2.35E+11,,Flux redirection by overexpression/repression of particular reactions in model; downreg of phosphoglucomutase + anaerobic + KO of pyruvate formate lyase yields 99.8% of theoretical yield of ethanol,x,,x,,,,,,,x,,x,,,,x,,,,,,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",79,,
"Vo, TD; Greenberg, HJ; Palsson, BO",Reconstruction and functional characterization of the human mitochondrial metabolic network based on proteomic and biochemical data,JOURNAL OF BIOLOGICAL CHEMISTRY,2004,15205464,,,"Determine metabolic capabilities of ATP, heme, phospholiipids in mitochondria, use FVA to determine correlated flux modules",x,,,,,,x,,,,,,,,,,,,x,x,x,,human (mitochondria),Palsson,"University of California San Diego, La Jolla, California",78,,
"Deutscher, David; Meilijson, Isaac; Kupiec, Martin; Ruppin, Eytan",Multiple knockout analysis of genetic robustness in the yeast metabolic network,NATURE GENETICS,2006,16941010,2.40E+11,x,"k robustness KOs,74% of metabolic genes partcipate in processes essential to lab growth; gene robustness is correlated with gene environmental specificity and environmental retention",,x,,,,,x,,,,,,,,,,,,,x,x,x,Saccharomyces cerevisiae,Ruppin,"Tel Aviv University, Tel Aviv, Israel",77,,
"Oliveira, AP; Nielsen, J; Forster, J",Modeling Lactococcus lactis using a genome-scale flux model,BMC MICROBIOLOGY,2005,15982422,2.31E+11,,"Reconstruction, flux phenotypes under different growth conditions, minimal media detrmination, gene deletion analysis",x,x,,,,,,,,,,x,,,,,,,,x,x,,Lactococcus lactis,Forster,"Fluxome Sciences, Lyngby, Denmark",77,,
"Henry, CS; Jankowski, MD; Broadbelt, LJ; Hatzimanikatis, V",Genome-scale thermodynamic analysis of Escherichia coli metabolism,BIOPHYSICAL JOURNAL,2006,16299075,2.35E+11,,Use group contribution to aclculate deltaG for entire iJR904; majority of reactions in the cell are thermodynamically favorable,,,x,,x,,,,,,,,,,,,,,,x,,,Escherichia coli,Hatzimanikatis,"Northwestern University, Evanston, Illinois",75,,
"Shlomi, Tomer; Eisenberg, Yariv; Sharan, Roded; Ruppin, Eytan",A genome-scale computational study of the interplay between transcriptional regulation and metabolism,MOLECULAR SYSTEMS BIOLOGY,2007,17437026,2.46E+11,,"SR-FBA, predicts gene expression and fluxes; metabolic constraints determine flux activity of 50% rxns, transcriptional regulation determines activity of 20%; 36 genes are redundantly expressed",x,,,,,,,,x,,,,,x,Transcriptomics,,,,,x,,,Escherichia coli,Ruppin,"Tel Aviv University, Tel Aviv, Israel",73,,
"Harrison, Richard; Papp, Balazs; Pal, Csaba; Oliver, Stephen G.; Delneri, Daniela",Plasticity of genetic interactions in metabolic networks of yeast,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,17284612,2.44E+11,,Majority of geneitc interactions are condition specific; occurrence is not much different from random expectation; experimental investigation of false predictions help improve functional annotation,,x,,,,,x,,x,,x,,,,,,,,,x,x,x,Saccharomyces cerevisiae,Delneri,"University of Manchester, Manchester, UK",72,,
"Beste, Dany J. V.; Hooper, Tracy; Stewart, Graham; Bonde, Bushan; Avignone-Rossa, Claudio; Bushell, Michael; Wheeler, Paul; Klamt, Steffen; Kierzek, Andrzej M.; McFadden, Johnjoe",GSMN-TB: a web-based genome scale network model of Mycobacterium tuberculosis metabolism,GENOME BIOLOGY,2007,17521419,2.47E+11,,TB model; flux uptake matches legacy data; 78% gene essentiality accuracy; isocitrate lyase important during slow growth and experimentally verified,x,x,,,,,,,,,,,,,,,x,,,,x,x,Mycobacterium tuberculosis,McFadden,"University of Surrey, Surrey, UK",70,,
"Joyce, Andrew R.; Reed, Jennifer L.; White, Aprilfawn; Edwards, Robert; Osterman, Andrei; Baba, Tomoya; Mori, Hirotada; Lesely, Scott A.; Palsson, Bernhard O.; Agarwalla, Sanjay",Experimental and computational assessment of conditionally essential genes in Escherichia coli,JOURNAL OF BACTERIOLOGY,2006,17012394,,,Model consistent with 91% of conditional essential genes on glycerol; model improvements are suggested,,x,,,,,,,,,x,,,,,,,,,x,x,x,Escherichia coli,Palsson,"University of California San Diego, La Jolla, California",69,,
"Price, ND; Papin, JA; Palsson, BO",Determination of redundancy and systems properties of the metabolic network of Helicobacter pylori using genome-scale extreme pathway analysis,GENOME RESEARCH,2002,11997342,,,"Capabilities, pathway redundancy of H pylori based on ExPas",x,,,,,,x,,,,,,x,,,,,,,x,,,Helicobacter pylori,Palsson,"University of California San Diego, La Jolla, California",68,,
"Van Dien, SJ; Lidstrom, ME","Stoichiometric model for evaluating the metabolic capabilities of the facultative methylotroph Methylobacterium extorquens AM1, with application to reconstruction of C-3 and C-4 metabolism",BIOTECHNOLOGY AND BIOENGINEERING,2002,11920446,1.75E+11,,"Evaluated metabolic capabilities under different C3 and C4 sources; cell limited by pyridine nucleotide availability during methylotrophic growth, but energy limited otherwise; redundant and essential genes were identified and experimentally verified",x,,x,,,,x,,,,,,x,,,x,,,,x,x,x,Methylobacterium extorquens,Lidstrom,"University of Washington, Seattle, Washington",67,,
"Ramakrishna, R; Edwards, JS; McCulloch, A; Palsson, BO",Flux-balance analysis of mitochondrial energy metabolism: consequences of systemic stoichiometric constraints,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE PHYSIOLOGY,2001,11171647,,,Determine max ATP from glc/lac/palmitate; simulated genetic defects/deletions,x,x,,,,,,,,,,,,,,,,,x,x,x,,human,Palsson,"University of California San Diego, La Jolla, California",67,,
"Stolyar, Sergey; Van Dien, Steve; Hillesland, Kristina Linnea; Pinel, Nicolas; Lie, Thomas J.; Leigh, John A.; Stahl, David A.",Metabolic modeling of a mutualistic microbial community,MOLECULAR SYSTEMS BIOLOGY,2007,17353934,2.45E+11,,"First bacterial community model; predicted experimental growth and flux ratios; model suggested elimination of formate as electron shuttle is possible, but hydrogen transfer was essential",x,,,,,,,,,,,,,,,,,,,x,x,x,Desulfovibrio vulgaris and Methanococcus maripaludis (community),Stahl,"University of Washington, Seattle, Washington",66,,
"Sauer, U; Cameron, DC; Bailey, JE","Metabolic capacity of Bacillus subtilis for the production of purine nucleosides, riboflavin, and folic acid",BIOTECHNOLOGY AND BIOENGINEERING,1998,10099333,74117400010,,Determine optimal yields of purine compounds; stoichiometric limitation typically when high bioenergetic efficiency,x,,,,,,,,,,,,,,,x,,,,,,,Bacillus subtilis,Bailey,"ETH Zurich, Switzerland",66,,
"Holzhutter, HG",The generalized flux-minimization method and its application to metabolic networks affected by enzyme deficiencies,BIOSYSTEMS,2006,16229937,2.36E+11,,Minimization of flux linked to objective; use for enzymopathies of RBCs,x,,x,,,,,,,,,,,,,,,,x,x,x,,human (rbc),Holzhutter,"Humboldt-University, Berlin, Germany",65,,
"Holzhutter, HG",The principle of flux minimization and its application to estimate stationary fluxes in metabolic networks,EUROPEAN JOURNAL OF BIOCHEMISTRY,2004,15233787,2.22E+11,,Use of flux minimization increases flux correlations with experimental data,x,,,,,,,,,,,,,,,,,,,x,,,"human (rbc), Methylobacterium extorquens",Holzhutter,"Humboldt-University, Berlin, Germany",65,,
"Oberhardt, Matthew A.; Puchalka, Jacek; Fryer, Kimberly E.; dos Santos, Vitor A. P. Martins; Papin, Jason A.",Genome-scale metabolic network analysis of the opportunistic pathogen Pseudomonas aeruginosa PAO1,JOURNAL OF BACTERIOLOGY,2008,18192387,,,"Recon of Pseudomonas; metabolic capabilties; gene deletion analysis, also used for filling in knowledge gaps",x,x,,,,,,,,,x,,,,,,x,,,,x,x,Pseudomonas aeruginosa,Papin,"University of Virginia, Charlottesville, Virginia",64,,
"Vitkup, D; Kharchenko, P; Wagner, A",Influence of metabolic network structure and function on enzyme evolution,GENOME BIOLOGY,2006,16684370,2.39E+11,,Central enzymes have high flux and evolve slowly; have higher chances of duplicate genes; no more likely to be essential,,,,,,,x,,,,,,,,,,,,,x,,,Saccharomyces cerevisiae,Wagner,"University of New Mexico, Albequerque, New Mexico",63,,
"Mo, Monica L.; Palsson, Bernhard O.; Herrgard, Markus J.",Connecting extracellular metabolomic measurements to intracellular flux states in yeast,BMC SYSTEMS BIOLOGY,2009,19321003,,,New yeast; gene deletion analysis; integrate exometabolomics in response to env/gen perturbations; metabolites and fluxes matched experiments,x,x,,,,,,x,,,,,,x,Exometabolomics,,,,,x,x,,Saccharomyces cerevisiae,Palsson,"University of California San Diego, La Jolla, California",62,,
"Kuemmel, Anne; Panke, Sven; Heinemann, Matthias",Systematic assignment of thermodynamic constraints in metabolic network models,BMC BIOINFORMATICS,2006,17123434,2.42E+11,,Assign irreversibility constraint to reactions in model using thermodynamic data (Gibbs energies) and concentration ranges,,,,,x,,,,,,,,,x,Metabolomics,,,,,x,,,Escherichia coli,Heinemann,"ETH Zurich, Switzerland",61,,
"Kuemmel, Anne; Panke, Sven; Heinemann, Matthias",Putative regulatory sites unraveled by network-embedded thermodynamic analysis of metabolome data,MOLECULAR SYSTEMS BIOLOGY,2006,16788595,2.43E+11,,Combine metabolic network and Gibbs energy to determine reactions in network are potentially subject to allosteric/genetic regulation; can be used for consistency checks of data; compartment stratification of metabolome data,,,,x,x,,,x,,,,,,x,Metabolomics,,,,,x,,,Escherichia coli,Heinemann,"ETH Zurich, Switzerland",61,,
"Heinemann, M; Kummel, A; Ruinatscha, R; Panke, S",In silico genome-scale reconstruction and validation of the Staphylococcus aureus metabolic network,BIOTECHNOLOGY AND BIOENGINEERING,2005,16155945,2.34E+11,,"Constructed Staph model, large scale in silico deletion, flux phenotypes, glycans and lipid are key areas to target with antibiotics",x,x,,,,,,,,,,,,,,,x,,,,x,,Staphylococcus aureus,Sven Panke,"ETH Zurich, Switzerland",61,,
"Carlson, R; Fell, D; Srienc, F",Metabolic pathway analysis of a recombinant yeast for rational strain development,BIOTECHNOLOGY AND BIOENGINEERING,2002,12115428,,,Use EFMs to determine PHB production potential; computationally add enzymes to see how that effects optimal yield,x,,,,,,,,,,,x,x,,,x,,,,,,,Saccharomyces cerevisiae,Srienc,"University of Minnesota, St. Paul, Minnesota",61,,
"Thiele, I; Price, ND; Vo, TD; Palsson, BO",Candidate metabolic network states in human mitochondria,JOURNAL OF BIOLOGICAL CHEMISTRY,2005,15572364,,,"Studied flux rates of mitochondria under normal, diabetic, ischemic, and dietetic conditions; reduced activity of PDH can be explained solely by stoichiometric constraints",x,,,,,,,,,,,,,,,,,,x,,x,,human (mitochondria),Palsson,"University of California San Diego, La Jolla, California",60,,
"Trinh, Cong T.; Unrean, Pornkamol; Srienc, Friedrich",Minimal Escherichia coli cell for the most efficient production of ethanol from hexoses and pentoses,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2008,18424547,,x,Reduce EFM space w/8 KOs to 6 pathways; ethanol yields matched theoretical predictions; catabolite repression was absent during anaerobic growth,x,,x,,,,,,,,,x,x,,,x,,,,,x,x,Escherichia coli,Srienc,"University of Minnesota, St Paul, Minnesota",59,,
"Lee, Jong Min; Gianchandani, Erwin P.; Eddy, James A.; Papin, Jason A.","Dynamic analysis of integrated signaling, metabolic, and regulatory networks",PLOS COMPUTATIONAL BIOLOGY,2008,,2.57E+11,,"Prototype integrated FBA model w/signaling, metabolism, and TRN; qualitatively similar uptake and biomass predictions as a kinetic model",x,,,x,,,,,,,,,,,,,,,,x,,,Saccharomyces cerevisiae,Papin,"University of Virginia, Charlottesville, Virginia",58,,
"Beg, Q. K.; Vazquez, A.; Ernst, J.; de Menezes, M. A.; Bar-Joseph, Z.; Barabasi, A.-L.; Oltvai, Z. N.",Intracellular crowding defines the mode and sequence of substrate uptake by Escherichia coli and constrains its metabolic activity,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2007,17652176,2.49E+11,x,Add molecular crowding requirement in models; uptake and utilization in complex media good agreement with experimental observations,x,,x,,,,x,,,,,,,,,,,,,x,x,x,Escherichia coli,Oltvai,"University of Pittsburgh, Pittsburgh, Pennsylvania",58,,
"Akesson, M; Forster, J; Nielsen, J",Integration of gene expression data into genome-scale metabolic models,METABOLIC ENGINEERING,2004,15491858,2.25E+11,,"Constrain fluxes by expression data (turn off absent genes), show flux phenotype is more representative of this approach",x,,,,,,,,,,,,,x,Transcriptomics,,,,,x,x,x,Saccharomyces cerevisiae,Nielsen,"Technical University of Denmark, Lyngby, Denmark",58,,
"Burgard, AP; Vaidyaraman, S; Maranas, CD",Minimal reaction sets for Escherichia coli metabolism under different growth requirements and uptake environments,BIOTECHNOLOGY PROGRESS,2001,11587566,1.71E+11,,Compute minimal reaction sets that can produce biomass,,,,x,,,,,,,,,x,,,,,,,x,,,Escherichia coli,Maranas,"Pennsylvania State University, University Park, Pennsylvania",58,,
